session,response,sframe,nframes,word
30908,544691,4276,21,<eps>
30908,544691,4297,46,socks
30908,544691,4343,3,<backoff1>
30908,544691,4346,118,<eps>
30908,544691,4464,56,socks
30908,544691,4520,104,<eps>
30908,544691,4624,84,when
30908,544691,4708,32,the
30908,544691,4740,11,<eps>
30908,544691,4751,43,seeds
30908,544691,4794,5,<eps>
30908,544691,4799,18,fall
30908,544691,4817,9,on
30908,544691,4826,7,the
30908,544691,4833,44,ground
30908,544691,4877,29,<eps>
30908,544691,4906,17,they
30908,544691,4923,39,wait
30908,544691,4962,74,<eps>
30908,544691,5036,29,for
30908,544691,5065,35,sun
30908,544691,5100,19,and
30908,544691,5119,37,water
30908,544691,5156,47,to
30908,544691,5203,60,<eps>
30908,544691,5263,25,grow
30915,544810,0,910,<eps>
30915,544810,910,6,how
30915,544810,916,16,do
30915,544810,932,5,<eps>
30915,544810,937,64,plants
30915,544810,1001,126,<eps>
30915,544810,1127,60,find
30915,544810,1187,266,<eps>
30915,544810,1453,131,<backoff1>
30915,544810,1584,51,how
30915,544810,1635,15,do
30915,544810,1650,98,<eps>
30915,544810,1748,63,plants
30915,544810,1811,50,<eps>
30915,544810,1861,35,find
30915,544810,1896,79,homes
30915,544810,1975,139,<eps>
30915,544810,2114,32,i
30915,544810,2146,29,saw
30915,544810,2175,3,<eps>
30915,544810,2178,21,a
30915,544810,2199,61,flower
30915,544810,2260,8,<eps>
30915,544810,2268,56,growing
30915,544810,2324,48,<eps>
30915,544810,2372,26,in
30915,544810,2398,6,<eps>
30915,544810,2404,25,a
30915,544810,2429,130,sidewalk
30915,544810,2559,169,<eps>
30915,544810,2728,10,<backoff1>
30915,544810,2738,119,sidewalk
30915,544810,2857,69,<eps>
30915,544810,2926,22,i
30915,544810,2948,76,wondered
30915,544810,3024,68,how
30915,544810,3092,142,<eps>
30915,544810,3234,28,the
30915,544810,3262,3,<eps>
30915,544810,3265,86,plant
30915,544810,3351,8,<backoff1>
30915,544810,3359,42,grow
30915,544810,3401,4,<backoff1>
30915,544810,3405,84,got
30915,544810,3489,15,<eps>
30915,544810,3504,16,there
30915,544810,3520,128,<eps>
30915,544810,3648,39,seeds
30915,544810,3687,82,<eps>
30915,544810,3769,54,travel
30915,544810,3823,55,<eps>
30915,544810,3878,51,in
30915,544810,3929,13,<backoff1>
30915,544810,3942,136,ways
30915,544810,4078,10,<eps>
30915,544810,4088,64,some
30915,544810,4152,33,<eps>
30915,544810,4185,46,seeds
30915,544810,4231,57,<eps>
30915,544810,4288,3,<backoff1>
30915,544810,4291,30,to
30915,544810,4321,14,the
30915,544810,4335,23,<backoff1>
30915,544810,4358,23,<eps>
30915,544810,4381,54,just
30915,544810,4435,28,<eps>
30915,544810,4463,33,drop
30915,544810,4496,151,<eps>
30915,544810,4647,11,to
30915,544810,4658,24,<eps>
30915,544810,4682,44,the
30915,544810,4726,3,<eps>
30915,544810,4729,51,ground
30915,544810,4780,3,<backoff1>
30915,544810,4783,42,<eps>
30915,544810,4825,37,to
30915,544810,4862,16,<eps>
30915,544810,4878,6,the
30915,544810,4884,31,ground
30915,544810,4915,65,<eps>
30915,544810,4980,9,the
30915,544810,4989,11,<eps>
30915,544810,5000,33,wind
30915,544810,5033,19,or
30915,544810,5052,37,<eps>
30915,544810,5089,5,<backoff1>
30915,544810,5094,34,can
30915,544810,5128,23,take
30915,544810,5151,66,<eps>
30915,544810,5217,22,seeds
30915,544810,5239,63,<eps>
30915,544810,5302,52,on
30915,544810,5354,55,<eps>
30915,544810,5409,9,a
30915,544810,5418,9,<eps>
30915,544810,5427,21,journey
30915,544810,5448,45,<eps>
30915,544810,5493,65,some
30915,544810,5558,66,<eps>
30915,544810,5624,11,<backoff3>
30915,544810,5635,18,a
30915,544810,5653,3,<eps>
30915,544810,5656,69,journey
30915,544810,5725,3,<eps>
30915,544810,5728,60,some
30915,544810,5788,70,<eps>
30915,544810,5858,40,animals
30915,544810,5898,58,hide
30915,544810,5956,35,<eps>
30915,544810,5991,29,seeds
30915,544810,6020,87,<eps>
30915,544810,6107,38,in
30915,544810,6145,4,<eps>
30915,544810,6149,34,the
30915,544810,6183,85,<eps>
30915,544810,6268,62,ground
30915,544810,6330,187,<eps>
30915,544810,6517,23,seeds
30915,544810,6540,6,<eps>
30915,544810,6546,59,can
30915,544810,6605,128,<eps>
30915,544810,6733,43,stick
30915,544810,6776,19,<eps>
30915,544810,6795,41,to
30915,544810,6836,64,<eps>
30915,544810,6900,36,an
30915,544810,6936,21,<eps>
30915,544810,6957,56,animal's
30915,544810,7013,73,<eps>
30915,544810,7086,44,fur
30915,544810,7130,157,<eps>
30915,544810,7287,44,or
30915,544810,7331,33,<eps>
30915,544810,7364,51,to
30915,544810,7415,47,<eps>
30915,544810,7462,11,a
30915,544810,7473,167,<eps>
30915,544810,7640,102,person's
30915,544810,7742,52,<eps>
30915,544810,7794,96,socks
30915,544810,7890,36,<eps>
30915,544810,7926,42,when
30915,544810,7968,78,<eps>
30915,544810,8046,115,the
30915,544810,8161,42,<eps>
30915,544810,8203,72,seeds
30915,544810,8275,31,<eps>
30915,544810,8306,49,fall
30915,544810,8355,37,on
30915,544810,8392,14,the
30915,544810,8406,67,ground
30915,544810,8473,7,<eps>
30915,544810,8480,20,they
30915,544810,8500,53,wait
30915,544810,8553,6,<eps>
30915,544810,8559,42,for
30915,544810,8601,53,sun
30915,544810,8654,10,<eps>
30915,544810,8664,26,and
30915,544810,8690,33,water
31525,553406,0,85,<eps>
31525,553406,85,47,how
31525,553406,132,38,do
31525,553406,170,3,<eps>
31525,553406,173,62,plants
31525,553406,235,44,find
31525,553406,279,60,homes
31525,553406,339,62,<eps>
31525,553406,401,43,i
31525,553406,444,23,<eps>
31525,553406,467,71,saw
31525,553406,538,60,<eps>
31525,553406,598,21,a
31525,553406,619,90,flower
31525,553406,709,3,<eps>
31525,553406,712,82,growing
31525,553406,794,48,<backoff2>
31525,553406,842,36,<eps>
31525,553406,878,70,on
31525,553406,948,15,<eps>
31525,553406,963,58,the
31525,553406,1021,11,<backoff1>
31525,553406,1032,164,<eps>
31525,553406,1196,26,in
31525,553406,1222,14,a
31525,553406,1236,103,sidewalk
31525,553406,1339,81,<eps>
31525,553406,1420,30,i
31525,553406,1450,115,wondered
31525,553406,1565,13,<eps>
31525,553406,1578,85,how
31525,553406,1663,61,<eps>
31525,553406,1724,21,the
31525,553406,1745,3,<eps>
31525,553406,1748,72,plant
31525,553406,1820,69,got
31525,553406,1889,14,<eps>
31525,553406,1903,56,there
31525,553406,1959,33,<eps>
31525,553406,1992,70,seeds
31525,553406,2062,62,<eps>
31525,553406,2124,88,travel
31525,553406,2212,4,<eps>
31525,553406,2216,36,in
31525,553406,2252,33,different
31525,553406,2285,97,<eps>
31525,553406,2382,80,ways
31525,553406,2462,63,<eps>
31525,553406,2525,71,some
31525,553406,2596,48,<eps>
31525,553406,2644,72,seeds
31525,553406,2716,30,<eps>
31525,553406,2746,30,just
31525,553406,2776,29,<eps>
31525,553406,2805,40,drop
31525,553406,2845,47,<eps>
31525,553406,2892,32,to
31525,553406,2924,3,<eps>
31525,553406,2927,17,the
31525,553406,2944,67,ground
31525,553406,3011,131,<eps>
31525,553406,3142,56,the
31525,553406,3198,17,<eps>
31525,553406,3215,68,wind
31525,553406,3283,53,<eps>
31525,553406,3336,43,or
31525,553406,3379,3,<eps>
31525,553406,3382,79,birds
31525,553406,3461,44,<eps>
31525,553406,3505,64,carry
31525,553406,3569,176,<eps>
31525,553406,3745,55,seeds
31525,553406,3800,35,<eps>
31525,553406,3835,37,to
31525,553406,3872,18,new
31525,553406,3890,25,<eps>
31525,553406,3915,49,places
31525,553406,3964,63,<eps>
31525,553406,4027,91,nearby
31525,553406,4118,115,<eps>
31525,553406,4233,41,or
31525,553406,4274,27,<eps>
31525,553406,4301,76,far
31525,553406,4377,5,<eps>
31525,553406,4382,64,away
31525,553406,4446,54,<eps>
31525,553406,4500,32,water
31525,553406,4532,47,<eps>
31525,553406,4579,49,can
31525,553406,4628,3,<eps>
31525,553406,4631,41,take
31525,553406,4672,9,<backoff1>
31525,553406,4681,50,carry
31525,553406,4731,118,<eps>
31525,553406,4849,21,<backoff1>
31525,553406,4870,35,can
31525,553406,4905,34,take
31525,553406,4939,59,<eps>
31525,553406,4998,37,seeds
31525,553406,5035,141,<eps>
31525,553406,5176,54,on
31525,553406,5230,7,<eps>
31525,553406,5237,16,a
31525,553406,5253,3,<eps>
31525,553406,5256,62,journey
31525,553406,5318,49,some
31525,553406,5367,73,animals
31525,553406,5440,40,<eps>
31525,553406,5480,72,hide
31525,553406,5552,36,<eps>
31525,553406,5588,49,seeds
31525,553406,5637,102,<eps>
31525,553406,5739,32,in
31525,553406,5771,21,<eps>
31525,553406,5792,68,the
31525,553406,5860,12,<eps>
31525,553406,5872,56,ground
31525,553406,5928,61,seeds
31525,553406,5989,147,<eps>
31525,553406,6136,63,can
31525,553406,6199,15,<eps>
31525,553406,6214,68,stick
31525,553406,6282,48,<eps>
31525,553406,6330,68,to
31525,553406,6398,39,<eps>
31525,553406,6437,41,an
31525,553406,6478,12,<eps>
31525,553406,6490,51,animal's
31525,553406,6541,124,<eps>
31525,553406,6665,53,fur
31525,553406,6718,75,<eps>
31525,553406,6793,56,or
31525,553406,6849,11,<eps>
31525,553406,6860,62,to
31525,553406,6922,189,<eps>
31525,553406,7111,21,a
31525,553406,7132,11,<eps>
31525,553406,7143,71,person's
31525,553406,7214,83,<eps>
31525,553406,7297,36,socks
31525,553406,7333,19,<backoff1>
31525,553406,7352,51,socks
31525,553406,7403,360,<eps>
31525,553406,7763,32,when
31525,553406,7795,316,<eps>
31525,553406,8111,16,the
31525,553406,8127,36,<eps>
31525,553406,8163,57,seeds
31525,553406,8220,67,<eps>
31525,553406,8287,75,fall
31525,553406,8362,3,<eps>
31525,553406,8365,76,on
31525,553406,8441,5,<eps>
31525,553406,8446,40,the
31525,553406,8486,3,<eps>
31525,553406,8489,76,ground
31525,553406,8565,104,<eps>
31525,553406,8669,50,they
31525,553406,8719,57,wait
31525,553406,8776,22,<eps>
31525,553406,8798,59,for
31525,553406,8857,39,<eps>
31525,553406,8896,57,sun
31525,553406,8953,13,<backoff>
31788,557537,0,78,<eps>
31788,557537,78,48,how
31788,557537,126,47,do
31788,557537,173,50,plants
31788,557537,223,50,find
31788,557537,273,54,homes
31788,557537,327,221,<eps>
31788,557537,548,30,i
31788,557537,578,39,saw
31788,557537,617,14,a
31788,557537,631,77,flower
31788,557537,708,3,<eps>
31788,557537,711,79,growing
31788,557537,790,4,<eps>
31788,557537,794,47,in
31788,557537,841,47,<eps>
31788,557537,888,45,a
31788,557537,933,41,<eps>
31788,557537,974,103,sidewalk
31788,557537,1077,148,<eps>
31788,557537,1225,29,i
31788,557537,1254,75,wondered
31788,557537,1329,46,<eps>
31788,557537,1375,78,how
31788,557537,1453,8,<eps>
31788,557537,1461,26,the
31788,557537,1487,62,plant
31788,557537,1549,19,<eps>
31788,557537,1568,49,got
31788,557537,1617,44,there
31788,557537,1661,86,<eps>
31788,557537,1747,45,seeds
31788,557537,1792,73,travel
31788,557537,1865,20,in
31788,557537,1885,3,<backoff1>
31788,557537,1888,55,travel
31788,557537,1943,4,<eps>
31788,557537,1947,29,in
31788,557537,1976,59,different
31788,557537,2035,7,<eps>
31788,557537,2042,44,ways
31788,557537,2086,66,<eps>
31788,557537,2152,42,some
31788,557537,2194,49,seeds
31788,557537,2243,38,just
31788,557537,2281,53,drop
31788,557537,2334,33,<eps>
31788,557537,2367,31,to
31788,557537,2398,49,the
31788,557537,2447,16,<eps>
31788,557537,2463,51,ground
31788,557537,2514,52,<eps>
31788,557537,2566,8,the
31788,557537,2574,39,wind
31788,557537,2613,17,<eps>
31788,557537,2630,18,<backoff3>
31788,557537,2648,62,<eps>
31788,557537,2710,27,the
31788,557537,2737,3,<eps>
31788,557537,2740,42,wind
31788,557537,2782,89,<eps>
31788,557537,2871,26,or
31788,557537,2897,61,birds
31788,557537,2958,8,<eps>
31788,557537,2966,52,carry
31788,557537,3018,47,seeds
31788,557537,3065,42,<eps>
31788,557537,3107,31,to
31788,557537,3138,56,new
31788,557537,3194,27,<eps>
31788,557537,3221,70,places
31788,557537,3291,103,<eps>
31788,557537,3394,104,nearby
31788,557537,3498,99,<eps>
31788,557537,3597,75,or
31788,557537,3672,5,<eps>
31788,557537,3677,26,far
31788,557537,3703,59,away
31788,557537,3762,35,<eps>
31788,557537,3797,45,water
31788,557537,3842,56,can
31788,557537,3898,3,<backoff1>
31788,557537,3901,48,fall
31788,557537,3949,15,<eps>
31788,557537,3964,36,on
31788,557537,4000,25,<eps>
31788,557537,4025,45,the
31788,557537,4070,3,<backoff1>
31788,557537,4073,56,journey
31788,557537,4129,17,<eps>
31788,557537,4146,3,<backoff1>
31788,557537,4149,45,journey
31788,557537,4194,101,<eps>
31788,557537,4295,30,some
31788,557537,4325,59,animals
31788,557537,4384,65,<eps>
31788,557537,4449,47,hide
31788,557537,4496,38,<eps>
31788,557537,4534,17,seeds
31788,557537,4551,22,in
31788,557537,4573,3,<backoff2>
31788,557537,4576,45,on
31788,557537,4621,21,<eps>
31788,557537,4642,15,the
31788,557537,4657,69,ground
31788,557537,4726,87,<eps>
31788,557537,4813,59,they
31788,557537,4872,18,<backoff1>
31788,557537,4890,58,can
31788,557537,4948,16,<eps>
31788,557537,4964,35,take
31788,557537,4999,89,<eps>
31788,557537,5088,3,<backoff1>
31788,557537,5091,30,<eps>
31788,557537,5121,65,fur
31788,557537,5186,76,or
31788,557537,5262,3,<backoff1>
31788,557537,5265,57,fur
31788,557537,5322,50,<eps>
31788,557537,5372,56,or
31788,557537,5428,53,<eps>
31788,557537,5481,59,to
31788,557537,5540,98,<eps>
31788,557537,5638,32,a
31788,557537,5670,64,person's
31788,557537,5734,60,<eps>
31788,557537,5794,49,socks
31788,557537,5843,3,<eps>
31788,557537,5846,148,when
31788,557537,5994,44,<eps>
31788,557537,6038,31,the
31788,557537,6069,3,<eps>
31788,557537,6072,30,seeds
31788,557537,6102,123,fall
31788,557537,6225,4,<eps>
31788,557537,6229,34,on
31788,557537,6263,11,the
31788,557537,6274,67,ground
31788,557537,6341,36,<eps>
31788,557537,6377,53,they
31788,557537,6430,9,<eps>
31788,557537,6439,49,wait
31788,557537,6488,50,<eps>
31788,557537,6538,62,for
31788,557537,6600,3,<eps>
31788,557537,6603,61,sun
31788,557537,6664,40,<eps>
31788,557537,6704,30,and
31788,557537,6734,62,water
31788,557537,6796,3,<eps>
31788,557537,6799,14,to
31788,557537,6813,56,grow
31788,557537,6869,186,<eps>
31930,560128,0,42,<eps>
31930,560128,42,6,how
31930,560128,48,12,<eps>
31930,560128,60,29,do
31930,560128,89,44,<eps>
31930,560128,133,21,<backoff1>
31930,560128,154,235,<eps>
31930,560128,389,29,how
31930,560128,418,52,do
31930,560128,470,3,<eps>
31930,560128,473,58,plants
31930,560128,531,11,<eps>
31930,560128,542,36,find
31930,560128,578,51,homes
31930,560128,629,216,<eps>
31930,560128,845,16,i
31930,560128,861,7,saw
31930,560128,868,40,a
31930,560128,908,26,<backoff1>
31930,560128,934,27,how
31930,560128,961,24,do
31930,560128,985,48,plants
31930,560128,1033,39,find
31930,560128,1072,29,homes
31930,560128,1101,63,<eps>
31930,560128,1164,12,i
31930,560128,1176,51,saw
31930,560128,1227,3,<eps>
31930,560128,1230,12,a
31930,560128,1242,56,flower
31930,560128,1298,32,<eps>
31930,560128,1330,46,growing
31930,560128,1376,24,in
31930,560128,1400,3,<eps>
31930,560128,1403,43,a
31930,560128,1446,18,<eps>
31930,560128,1464,79,sidewalk
31930,560128,1543,4,<eps>
31930,560128,1547,24,i
31930,560128,1571,76,wondered
31930,560128,1647,23,how
31930,560128,1670,12,the
31930,560128,1682,3,<eps>
31930,560128,1685,25,plant
31930,560128,1710,26,<eps>
31930,560128,1736,44,got
31930,560128,1780,7,<eps>
31930,560128,1787,23,there
31930,560128,1810,25,<backoff1>
31930,560128,1835,11,the
31930,560128,1846,32,plant
31930,560128,1878,27,got
31930,560128,1905,41,there
31930,560128,1946,158,<eps>
31930,560128,2104,60,seeds
31930,560128,2164,7,<eps>
31930,560128,2171,35,travel
31930,560128,2206,4,<backoff1>
31930,560128,2210,11,<eps>
31930,560128,2221,68,travel
31930,560128,2289,32,<eps>
31930,560128,2321,21,in
31930,560128,2342,58,different
31930,560128,2400,54,ways
31930,560128,2454,22,<eps>
31930,560128,2476,44,some
31930,560128,2520,79,seeds
31930,560128,2599,36,<eps>
31930,560128,2635,52,just
31930,560128,2687,37,<eps>
31930,560128,2724,59,drop
31930,560128,2783,25,to
31930,560128,2808,13,the
31930,560128,2821,73,ground
31930,560128,2894,85,<eps>
31930,560128,2979,9,the
31930,560128,2988,59,wind
31930,560128,3047,27,<eps>
31930,560128,3074,17,or
31930,560128,3091,72,birds
31930,560128,3163,34,<eps>
31930,560128,3197,53,carry
31930,560128,3250,52,<eps>
31930,560128,3302,65,seeds
31930,560128,3367,25,<eps>
31930,560128,3392,48,to
31930,560128,3440,29,<eps>
31930,560128,3469,54,new
31930,560128,3523,108,places
31930,560128,3631,95,<eps>
31930,560128,3726,71,nearby
31930,560128,3797,3,<backoff1>
31930,560128,3800,48,plants
31930,560128,3848,57,find
31930,560128,3905,6,<backoff1>
31930,560128,3911,73,away
31930,560128,3984,102,<eps>
31930,560128,4086,39,water
31930,560128,4125,44,can
31930,560128,4169,3,<eps>
31930,560128,4172,47,take
31930,560128,4219,44,seeds
31930,560128,4263,14,<eps>
31930,560128,4277,32,on
31930,560128,4309,8,a
31930,560128,4317,54,journey
31930,560128,4371,74,<eps>
31930,560128,4445,58,some
31930,560128,4503,72,animals
31930,560128,4575,44,hide
31930,560128,4619,26,<eps>
31930,560128,4645,66,seeds
31930,560128,4711,10,<eps>
31930,560128,4721,37,in
31930,560128,4758,35,the
31930,560128,4793,8,<eps>
31930,560128,4801,72,ground
31930,560128,4873,3,<backoff1>
31930,560128,4876,87,ground
31930,560128,4963,28,<eps>
31930,560128,4991,13,the
31930,560128,5004,99,<eps>
31930,560128,5103,14,<backoff4>
31930,560128,5117,50,<eps>
31930,560128,5167,38,the
31930,560128,5205,33,<eps>
31930,560128,5238,56,ground
31930,560128,5294,27,seeds
31930,560128,5321,63,<eps>
31930,560128,5384,26,can
31930,560128,5410,97,<eps>
31930,560128,5507,18,<backoff1>
31930,560128,5525,87,<eps>
31930,560128,5612,147,seeds
31930,560128,5759,6,<eps>
31930,560128,5765,71,travel
31930,560128,5836,5,<eps>
31930,560128,5841,90,in
31930,560128,5931,3,<backoff1>
31930,560128,5934,71,animal's
31930,560128,6005,39,fur
31930,560128,6044,174,<eps>
31930,560128,6218,31,or
31930,560128,6249,33,to
31930,560128,6282,3,<eps>
31930,560128,6285,19,a
31930,560128,6304,66,person's
31930,560128,6370,96,socks
31930,560128,6466,330,<eps>
31930,560128,6796,30,when
31930,560128,6826,16,the
31930,560128,6842,49,seeds
31930,560128,6891,54,fall
31930,560128,6945,4,<eps>
31930,560128,6949,31,on
31930,560128,6980,15,the
31930,560128,6995,51,ground
31930,560128,7046,105,<eps>
31930,560128,7151,21,they
31930,560128,7172,61,wait
31930,560128,7233,32,for
31930,560128,7265,52,sun
31930,560128,7317,38,and
31930,560128,7355,49,water
31930,560128,7404,78,to
31930,560128,7482,61,<eps>
31930,560128,7543,63,grow
31930,560128,7606,77,<eps>
31930,560128,7683,40,<backoff7>
31930,560128,7723,63,seeds
31930,560128,7786,30,<eps>
31930,560128,7816,34,fall
31930,560128,7850,7,on
31942,560334,0,20,<backoff1>
31942,560334,20,348,<eps>
31942,560334,368,34,i
31942,560334,402,67,<eps>
31942,560334,469,6,saw
31942,560334,475,23,a
31942,560334,498,43,<backoff1>
31942,560334,541,49,<eps>
31942,560334,590,40,how
31942,560334,630,27,do
31942,560334,657,52,plants
31942,560334,709,35,find
31942,560334,744,82,homes
31942,560334,826,45,<eps>
31942,560334,871,26,i
31942,560334,897,31,saw
31942,560334,928,3,a
31942,560334,931,61,flower
31942,560334,992,68,growing
31942,560334,1060,3,<eps>
31942,560334,1063,25,in
31942,560334,1088,38,a
31942,560334,1126,55,<eps>
31942,560334,1181,68,sidewalk
31942,560334,1249,57,<eps>
31942,560334,1306,12,i
31942,560334,1318,49,wondered
31942,560334,1367,70,<eps>
31942,560334,1437,62,how
31942,560334,1499,5,<eps>
31942,560334,1504,29,the
31942,560334,1533,75,plant
31942,560334,1608,41,<eps>
31942,560334,1649,18,<backoff1>
31942,560334,1667,11,the
31942,560334,1678,56,plant
31942,560334,1734,130,<eps>
31942,560334,1864,35,got
31942,560334,1899,10,<eps>
31942,560334,1909,50,there
31942,560334,1959,68,seeds
31942,560334,2027,23,<eps>
31942,560334,2050,46,travel
31942,560334,2096,32,in
31942,560334,2128,48,different
31942,560334,2176,36,ways
31942,560334,2212,31,some
31942,560334,2243,30,<eps>
31942,560334,2273,59,seeds
31942,560334,2332,40,just
31942,560334,2372,24,<eps>
31942,560334,2396,48,drop
31942,560334,2444,19,<eps>
31942,560334,2463,43,to
31942,560334,2506,20,<eps>
31942,560334,2526,12,the
31942,560334,2538,60,ground
31942,560334,2598,31,<eps>
31942,560334,2629,43,the
31942,560334,2672,68,<eps>
31942,560334,2740,28,wind
31942,560334,2768,11,<eps>
31942,560334,2779,22,or
31942,560334,2801,56,birds
31942,560334,2857,74,carry
31942,560334,2931,61,seeds
31942,560334,2992,28,<eps>
31942,560334,3020,20,to
31942,560334,3040,40,new
31942,560334,3080,71,places
31942,560334,3151,104,<eps>
31942,560334,3255,116,nearby
31942,560334,3371,97,<eps>
31942,560334,3468,65,or
31942,560334,3533,16,<eps>
31942,560334,3549,43,far
31942,560334,3592,55,away
31942,560334,3647,29,<eps>
31942,560334,3676,36,water
31942,560334,3712,22,<eps>
31942,560334,3734,28,can
31942,560334,3762,35,take
31942,560334,3797,70,seeds
31942,560334,3867,39,<eps>
31942,560334,3906,58,on
31942,560334,3964,37,a
31942,560334,4001,84,<eps>
31942,560334,4085,58,journey
31942,560334,4143,55,some
31942,560334,4198,94,<eps>
31942,560334,4292,46,animals
31942,560334,4338,39,hide
31942,560334,4377,13,seeds
31942,560334,4390,64,<eps>
31942,560334,4454,35,in
31942,560334,4489,11,the
31942,560334,4500,62,ground
31942,560334,4562,28,<eps>
31942,560334,4590,47,seeds
31942,560334,4637,55,can
31942,560334,4692,36,<eps>
31942,560334,4728,37,stick
31942,560334,4765,15,to
31942,560334,4780,14,<eps>
31942,560334,4794,40,an
31942,560334,4834,24,<eps>
31942,560334,4858,73,animal's
31942,560334,4931,31,<eps>
31942,560334,4962,41,fur
31942,560334,5003,24,<eps>
31942,560334,5027,47,or
31942,560334,5074,3,<eps>
31942,560334,5077,7,to
31942,560334,5084,27,a
31942,560334,5111,3,<eps>
31942,560334,5114,72,person's
31942,560334,5186,60,socks
31942,560334,5246,164,<eps>
31942,560334,5410,75,when
31942,560334,5485,6,<backoff1>
31942,560334,5491,65,when
31942,560334,5556,22,the
31942,560334,5578,38,seeds
31942,560334,5616,59,fall
31942,560334,5675,5,<eps>
31942,560334,5680,34,on
31942,560334,5714,18,the
31942,560334,5732,61,ground
31942,560334,5793,42,<eps>
31942,560334,5835,29,they
31942,560334,5864,20,wait
31942,560334,5884,47,<eps>
31942,560334,5931,33,for
31942,560334,5964,33,<eps>
31942,560334,5997,9,<backoff1>
31942,560334,6006,26,they
31942,560334,6032,47,<eps>
31942,560334,6079,51,wait
31942,560334,6130,35,<eps>
31942,560334,6165,44,for
31942,560334,6209,44,sun
31942,560334,6253,35,<eps>
31942,560334,6288,31,and
31942,560334,6319,61,water
31942,560334,6380,30,to
31942,560334,6410,37,grow
31942,560334,6447,15,<eps>
32192,564806,0,81,<eps>
32192,564806,81,53,how
32192,564806,134,36,do
32192,564806,170,129,<eps>
32192,564806,299,61,plants
32192,564806,360,69,find
32192,564806,429,3,<eps>
32192,564806,432,70,homes
32192,564806,502,178,<eps>
32192,564806,680,42,i
32192,564806,722,6,saw
32192,564806,728,284,<eps>
32192,564806,1012,59,a
32192,564806,1071,25,<eps>
32192,564806,1096,58,flower
32192,564806,1154,371,<eps>
32192,564806,1525,74,growing
32192,564806,1599,31,<eps>
32192,564806,1630,39,in
32192,564806,1669,68,<eps>
32192,564806,1737,33,a
32192,564806,1770,390,<eps>
32192,564806,2160,114,sidewalk
32192,564806,2274,274,<eps>
32192,564806,2548,55,i
