session,response,sframe,nframes,word
54338,818805,1256,39,found
54338,818805,1295,22,two
54338,818805,1317,29,baby
54338,818805,1346,64,squirrels
54338,818805,1410,55,<eps>
54338,818805,1465,12,the
54338,818805,1477,39,babies
54338,818805,1516,15,were
54338,818805,1531,50,alone
54338,818805,1581,26,<eps>
54338,818805,1607,19,but
54338,818805,1626,11,their
54338,818805,1637,41,mother
54338,818805,1678,29,must
54338,818805,1707,11,be
54338,818805,1718,41,somewhere
54338,818805,1759,39,near
54338,818805,1798,55,<eps>
54338,818805,1853,13,the
54338,818805,1866,41,children
54338,818805,1907,50,watched
54338,818805,1957,5,<eps>
54338,818805,1962,14,and
54338,818805,1976,47,waited
54338,818805,2023,75,<eps>
54338,818805,2098,36,sure
54338,818805,2134,38,enough
54338,818805,2172,3,<eps>
54338,818805,2175,9,the
54338,818805,2184,32,mother
54338,818805,2216,34,soon
54338,818805,2250,48,returned
54338,818805,2298,3,<eps>
54338,818805,2301,16,with
54338,818805,2317,8,a
54338,818805,2325,50,mouthful
54338,818805,2375,6,of
54338,818805,2381,3,<eps>
54338,818805,2384,53,nuts
54338,818805,2437,74,<eps>
54338,818805,2511,9,the
54338,818805,2520,50,noises
54338,818805,2570,42,stopped
54338,818805,2612,6,<eps>
54338,818805,2618,20,as
54338,818805,2638,13,the
54338,818805,2651,37,baby
54338,818805,2688,46,squirrels
54338,818805,2734,35,began
54338,818805,2769,11,to
54338,818805,2780,47,eat
54338,818805,2827,59,<eps>
54338,818805,2886,38,sam
54338,818805,2924,15,and
54338,818805,2939,15,jo
54338,818805,2954,64,smiled
54338,818805,3018,30,<eps>
54338,818805,3048,48,knowing
54338,818805,3096,8,the
54338,818805,3104,49,squirrels
54338,818805,3153,22,were
54338,818805,3175,55,safe
54338,818805,3230,5,<eps>
54338,818805,3235,24,with
54338,818805,3259,13,their
54338,818805,3272,44,mother
54338,818805,3316,326,<eps>
54339,818808,0,1507,<eps>
54339,818808,1507,44,sam
54339,818808,1551,13,and
54339,818808,1564,34,jo
54339,818808,1598,26,went
54339,818808,1624,31,for
54339,818808,1655,3,a
54339,818808,1658,60,hike
54339,818808,1718,40,<eps>
54339,818808,1758,13,they
54339,818808,1771,23,took
54339,818808,1794,6,a
54339,818808,1800,42,path
54339,818808,1842,19,through
54339,818808,1861,10,the
54339,818808,1871,66,woods
54339,818808,1937,29,<eps>
54339,818808,1966,70,suddenly
54339,818808,2036,39,sam
54339,818808,2075,22,heard
54339,818808,2097,5,a
54339,818808,2102,52,noise
54339,818808,2154,36,coming
54339,818808,2190,23,from
54339,818808,2213,8,the
54339,818808,2221,34,tree
54339,818808,2255,34,above
54339,818808,2289,17,their
54339,818808,2306,60,heads
54339,818808,2366,60,<eps>
54339,818808,2426,28,jo
54339,818808,2454,48,climbed
54339,818808,2502,24,up
54339,818808,2526,13,to
54339,818808,2539,22,see
54339,818808,2561,20,what
54339,818808,2581,6,the
54339,818808,2587,37,noise
54339,818808,2624,31,was
54339,818808,2655,13,and
54339,818808,2668,36,found
54339,818808,2704,20,two
54339,818808,2724,35,baby
54339,818808,2759,82,squirrels
54339,818808,2841,56,<eps>
54339,818808,2897,10,the
54339,818808,2907,41,babies
54339,818808,2948,20,were
54339,818808,2968,66,alone
54339,818808,3034,35,<eps>
54339,818808,3069,15,but
54339,818808,3084,12,their
54339,818808,3096,30,mother
54339,818808,3126,30,must
54339,818808,3156,12,be
54339,818808,3168,52,somewhere
54339,818808,3220,54,near
54339,818808,3274,54,<eps>
54339,818808,3328,12,the
54339,818808,3340,43,children
54339,818808,3383,44,watched
54339,818808,3427,17,and
54339,818808,3444,42,waited
54339,818808,3486,80,<eps>
54339,818808,3566,33,sure
54339,818808,3599,56,enough
54339,818808,3655,11,<eps>
54339,818808,3666,10,the
54339,818808,3676,48,mother
54339,818808,3724,3,<eps>
54339,818808,3727,39,soon
54339,818808,3766,49,returned
54339,818808,3815,16,with
54339,818808,3831,4,a
54339,818808,3835,56,mouthful
54339,818808,3891,13,of
54339,818808,3904,59,nuts
54339,818808,3963,73,<eps>
54339,818808,4036,11,the
54339,818808,4047,48,noises
54339,818808,4095,45,stopped
54339,818808,4140,15,as
54339,818808,4155,9,the
54339,818808,4164,35,baby
54339,818808,4199,53,squirrels
54339,818808,4252,39,began
54339,818808,4291,7,to
54339,818808,4298,38,eat
54339,818808,4336,106,<eps>
54339,818808,4442,39,sam
54339,818808,4481,13,and
54339,818808,4494,23,jo
54339,818808,4517,84,smiled
54339,818808,4601,5,<eps>
54339,818808,4606,34,knowing
54339,818808,4640,8,the
54339,818808,4648,48,squirrels
54339,818808,4696,14,were
54339,818808,4710,39,safe
54339,818808,4749,15,with
54339,818808,4764,16,their
54339,818808,4780,56,mother
54339,818808,4836,282,<eps>
54340,818811,0,100,<eps>
54340,818811,100,38,sam
54340,818811,138,18,and
54340,818811,156,21,jo
54340,818811,177,24,went
54340,818811,201,26,for
54340,818811,227,3,a
54340,818811,230,42,hike
54340,818811,272,47,<eps>
54340,818811,319,14,they
54340,818811,333,27,took
54340,818811,360,6,a
54340,818811,366,43,path
54340,818811,409,20,through
54340,818811,429,10,the
54340,818811,439,43,woods
54340,818811,482,49,<eps>
54340,818811,531,74,suddenly
54340,818811,605,7,<eps>
54340,818811,612,32,sam
54340,818811,644,31,heard
54340,818811,675,6,a
54340,818811,681,44,noise
54340,818811,725,3,<eps>
54340,818811,728,30,coming
54340,818811,758,22,from
54340,818811,780,12,the
54340,818811,792,38,tree
54340,818811,830,3,<eps>
54340,818811,833,34,above
54340,818811,867,14,their
54340,818811,881,51,heads
54340,818811,932,63,<eps>
54340,818811,995,30,jo
54340,818811,1025,35,climbed
54340,818811,1060,15,up
54340,818811,1075,12,to
54340,818811,1087,26,see
54340,818811,1113,32,what
54340,818811,1145,7,the
54340,818811,1152,29,noise
54340,818811,1181,46,was
54340,818811,1227,14,<eps>
54340,818811,1241,21,and
54340,818811,1262,42,found
54340,818811,1304,21,two
54340,818811,1325,31,baby
54340,818811,1356,57,squirrels
54340,818811,1413,66,<eps>
54340,818811,1479,9,the
54340,818811,1488,41,babies
54340,818811,1529,9,were
54340,818811,1538,54,alone
54340,818811,1592,22,<eps>
54340,818811,1614,17,but
54340,818811,1631,12,their
54340,818811,1643,38,mother
54340,818811,1681,24,must
54340,818811,1705,10,be
54340,818811,1715,38,somewhere
54340,818811,1753,41,near
54340,818811,1794,62,<eps>
54340,818811,1856,14,the
54340,818811,1870,67,children
54340,818811,1937,3,<eps>
54340,818811,1940,41,watched
54340,818811,1981,17,and
54340,818811,1998,42,waited
54340,818811,2040,77,<eps>
54340,818811,2117,35,sure
54340,818811,2152,39,enough
54340,818811,2191,7,<eps>
54340,818811,2198,17,the
54340,818811,2215,3,<eps>
54340,818811,2218,47,mother
54340,818811,2265,38,soon
54340,818811,2303,40,returned
54340,818811,2343,22,with
54340,818811,2365,9,a
54340,818811,2374,65,mouthful
54340,818811,2439,3,<eps>
54340,818811,2442,13,of
54340,818811,2455,45,nuts
54340,818811,2500,57,<eps>
54340,818811,2557,10,the
54340,818811,2567,42,noises
54340,818811,2609,38,stopped
54340,818811,2647,6,<eps>
54340,818811,2653,18,as
54340,818811,2671,10,the
54340,818811,2681,35,baby
54340,818811,2716,42,squirrels
54340,818811,2758,28,began
54340,818811,2786,15,to
54340,818811,2801,42,eat
54340,818811,2843,67,<eps>
54340,818811,2910,36,sam
54340,818811,2946,16,and
54340,818811,2962,18,jo
54340,818811,2980,57,smiled
54340,818811,3037,20,<eps>
54340,818811,3057,37,knowing
54340,818811,3094,10,the
54340,818811,3104,47,squirrels
54340,818811,3151,14,were
54340,818811,3165,47,safe
54340,818811,3212,3,<eps>
54340,818811,3215,22,with
54340,818811,3237,13,their
54340,818811,3250,42,mother
54340,818811,3292,188,<eps>
54342,818817,0,1664,<backoff1>
54342,818817,1664,31,sam
54342,818817,1695,15,and
54342,818817,1710,27,jo
54342,818817,1737,20,went
54342,818817,1757,17,for
54342,818817,1774,3,a
54342,818817,1777,46,hike
54342,818817,1823,59,<eps>
54342,818817,1882,13,they
54342,818817,1895,19,took
54342,818817,1914,5,a
54342,818817,1919,32,path
54342,818817,1951,15,through
54342,818817,1966,8,the
54342,818817,1974,53,woods
54342,818817,2027,57,<eps>
54342,818817,2084,66,suddenly
54342,818817,2150,29,<eps>
54342,818817,2179,42,sam
54342,818817,2221,21,heard
54342,818817,2242,5,a
54342,818817,2247,41,noise
54342,818817,2288,31,coming
54342,818817,2319,22,from
54342,818817,2341,8,the
54342,818817,2349,27,tree
54342,818817,2376,27,above
54342,818817,2403,13,their
54342,818817,2416,48,heads
54342,818817,2464,75,<eps>
54342,818817,2539,31,jo
54342,818817,2570,40,climbed
54342,818817,2610,19,up
54342,818817,2629,11,to
54342,818817,2640,19,see
54342,818817,2659,12,what
54342,818817,2671,7,the
54342,818817,2678,34,noise
54342,818817,2712,37,was
54342,818817,2749,18,<eps>
54342,818817,2767,13,and
54342,818817,2780,27,found
54342,818817,2807,18,two
54342,818817,2825,28,baby
54342,818817,2853,64,squirrels
54342,818817,2917,92,<eps>
54342,818817,3009,6,the
54342,818817,3015,40,babies
54342,818817,3055,14,were
54342,818817,3069,52,alone
54342,818817,3121,29,<eps>
54342,818817,3150,9,but
54342,818817,3159,14,their
54342,818817,3173,31,mother
54342,818817,3204,22,must
54342,818817,3226,11,be
54342,818817,3237,37,somewhere
54342,818817,3274,52,near
54342,818817,3326,60,<eps>
54342,818817,3386,10,the
54342,818817,3396,38,children
54342,818817,3434,46,watched
54342,818817,3480,3,<eps>
54342,818817,3483,14,and
54342,818817,3497,44,waited
54342,818817,3541,90,<eps>
54342,818817,3631,26,sure
54342,818817,3657,47,enough
54342,818817,3704,36,<eps>
54342,818817,3740,10,the
54342,818817,3750,31,mother
54342,818817,3781,33,soon
54342,818817,3814,55,returned
54342,818817,3869,7,<eps>
54342,818817,3876,14,with
54342,818817,3890,4,a
54342,818817,3894,51,mouthful
54342,818817,3945,7,of
54342,818817,3952,49,nuts
54342,818817,4001,89,<eps>
54342,818817,4090,8,the
54342,818817,4098,46,noises
54342,818817,4144,52,stopped
54342,818817,4196,27,<eps>
54342,818817,4223,15,as
54342,818817,4238,9,the
54342,818817,4247,33,baby
54342,818817,4280,47,squirrels
54342,818817,4327,31,began
54342,818817,4358,16,to
54342,818817,4374,3,<eps>
54342,818817,4377,35,eat
54342,818817,4412,82,<eps>
54342,818817,4494,32,sam
54342,818817,4526,11,and
54342,818817,4537,22,jo
54342,818817,4559,64,smiled
54342,818817,4623,42,<eps>
54342,818817,4665,31,knowing
54342,818817,4696,8,the
54342,818817,4704,62,squirrels
54342,818817,4766,3,<eps>
54342,818817,4769,16,were
54342,818817,4785,37,safe
54342,818817,4822,11,with
54342,818817,4833,13,their
54342,818817,4846,46,mother
54342,818817,4892,187,<eps>
54344,818823,0,75,<eps>
54344,818823,75,28,sam
54344,818823,103,15,and
54344,818823,118,27,jo
54344,818823,145,21,went
54344,818823,166,13,for
54344,818823,179,3,a
54344,818823,182,49,hike
54344,818823,231,52,<eps>
54344,818823,283,11,they
54344,818823,294,19,took
54344,818823,313,5,a
54344,818823,318,43,path
54344,818823,361,19,through
54344,818823,380,9,the
54344,818823,389,50,woods
54344,818823,439,57,<eps>
54344,818823,496,59,suddenly
54344,818823,555,33,<eps>
54344,818823,588,33,sam
54344,818823,621,18,heard
54344,818823,639,5,a
54344,818823,644,40,noise
54344,818823,684,30,coming
54344,818823,714,17,from
54344,818823,731,9,the
54344,818823,740,24,tree
54344,818823,764,24,above
54344,818823,788,16,their
54344,818823,804,51,heads
54344,818823,855,66,<eps>
54344,818823,921,34,jo
54344,818823,955,37,climbed
54344,818823,992,36,up
54344,818823,1028,4,<eps>
54344,818823,1032,11,to
54344,818823,1043,19,see
54344,818823,1062,13,what
54344,818823,1075,8,the
54344,818823,1083,34,noise
54344,818823,1117,32,was
54344,818823,1149,33,<eps>
54344,818823,1182,14,and
54344,818823,1196,32,found
54344,818823,1228,30,two
54344,818823,1258,33,baby
54344,818823,1291,65,squirrels
54344,818823,1356,71,<eps>
54344,818823,1427,10,the
54344,818823,1437,42,babies
54344,818823,1479,12,were
54344,818823,1491,55,alone
54344,818823,1546,33,<eps>
54344,818823,1579,10,but
54344,818823,1589,13,their
54344,818823,1602,30,mother
54344,818823,1632,23,must
54344,818823,1655,13,be
54344,818823,1668,35,somewhere
54344,818823,1703,46,near
54344,818823,1749,49,<eps>
54344,818823,1798,9,the
54344,818823,1807,36,children
54344,818823,1843,50,watched
54344,818823,1893,5,<eps>
54344,818823,1898,12,and
54344,818823,1910,44,waited
54344,818823,1954,98,<eps>
54344,818823,2052,25,sure
54344,818823,2077,46,enough
54344,818823,2123,38,<eps>
54344,818823,2161,8,the
54344,818823,2169,27,mother
54344,818823,2196,33,soon
54344,818823,2229,59,returned
54344,818823,2288,14,<eps>
54344,818823,2302,14,with
54344,818823,2316,4,a
54344,818823,2320,53,mouthful
54344,818823,2373,7,of
54344,818823,2380,54,nuts
54344,818823,2434,70,<eps>
54344,818823,2504,9,the
54344,818823,2513,46,noises
54344,818823,2559,52,stopped
54344,818823,2611,24,<eps>
54344,818823,2635,17,as
54344,818823,2652,8,the
54344,818823,2660,31,baby
54344,818823,2691,49,squirrels
54344,818823,2740,33,began
54344,818823,2773,15,to
54344,818823,2788,3,<eps>
54344,818823,2791,33,eat
54344,818823,2824,85,<eps>
54344,818823,2909,30,sam
54344,818823,2939,12,and
54344,818823,2951,22,jo
54344,818823,2973,68,smiled
54344,818823,3041,32,<eps>
54344,818823,3073,29,knowing
54344,818823,3102,9,the
54344,818823,3111,52,squirrels
54344,818823,3163,17,were
54344,818823,3180,48,safe
54344,818823,3228,12,with
54344,818823,3240,12,their
54344,818823,3252,43,mother
54344,818823,3295,223,<eps>
54345,818826,0,340,<eps>
54345,818826,340,52,sam
54345,818826,392,27,and
54345,818826,419,28,jo
54345,818826,447,22,went
54345,818826,469,18,for
54345,818826,487,7,a
54345,818826,494,52,hike
54345,818826,546,39,<eps>
54345,818826,585,16,they
54345,818826,601,20,took
54345,818826,621,8,a
54345,818826,629,43,path
54345,818826,672,17,through
54345,818826,689,10,the
54345,818826,699,47,woods
54345,818826,746,56,<eps>
54345,818826,802,86,suddenly
54345,818826,888,25,<eps>
54345,818826,913,41,sam
54345,818826,954,27,heard
54345,818826,981,6,a
54345,818826,987,47,noise
54345,818826,1034,40,coming
54345,818826,1074,18,from
54345,818826,1092,8,the
54345,818826,1100,47,tree
54345,818826,1147,3,<eps>
54345,818826,1150,39,above
54345,818826,1189,14,their
54345,818826,1203,51,heads
54345,818826,1254,78,<eps>
54345,818826,1332,23,jo
54345,818826,1355,48,climbed
54345,818826,1403,25,up
54345,818826,1428,14,to
54345,818826,1442,27,see
54345,818826,1469,26,what
54345,818826,1495,7,the
54345,818826,1502,40,noise
54345,818826,1542,44,was
54345,818826,1586,9,<eps>
54345,818826,1595,17,and
54345,818826,1612,41,found
54345,818826,1653,48,two
54345,818826,1701,3,<eps>
54345,818826,1704,35,baby
54345,818826,1739,73,squirrels
54345,818826,1812,91,<eps>
54345,818826,1903,11,the
54345,818826,1914,53,babies
54345,818826,1967,12,were
54345,818826,1979,55,alone
54345,818826,2034,32,<eps>
54345,818826,2066,19,but
54345,818826,2085,15,their
54345,818826,2100,38,mother
54345,818826,2138,36,must
54345,818826,2174,13,be
54345,818826,2187,45,somewhere
54345,818826,2232,50,near
54345,818826,2282,51,<eps>
54345,818826,2333,13,the
54345,818826,2346,51,children
54345,818826,2397,66,watched
54345,818826,2463,15,<eps>
54345,818826,2478,20,and
54345,818826,2498,43,waited
54345,818826,2541,84,<eps>
54345,818826,2625,42,sure
54345,818826,2667,56,enough
54345,818826,2723,29,<eps>
54345,818826,2752,9,the
54345,818826,2761,30,mother
54345,818826,2791,9,soon
54345,818826,2800,55,returned
54345,818826,2855,15,with
54345,818826,2870,7,a
54345,818826,2877,56,mouthful
54345,818826,2933,12,of
54345,818826,2945,49,nuts
54345,818826,2994,82,<eps>
54345,818826,3076,10,the
54345,818826,3086,66,noises
54345,818826,3152,57,stopped
54345,818826,3209,15,as
54345,818826,3224,12,the
54345,818826,3236,35,baby
54345,818826,3271,71,squirrels
54345,818826,3342,41,began
54345,818826,3383,15,to
54345,818826,3398,7,<eps>
54345,818826,3405,31,eat
54345,818826,3436,82,<eps>
54345,818826,3518,48,sam
54345,818826,3566,15,and
54345,818826,3581,24,jo
54345,818826,3605,69,smiled
54345,818826,3674,26,<eps>
54345,818826,3700,72,knowing
54345,818826,3772,45,<eps>
54345,818826,3817,11,the
54345,818826,3828,51,squirrels
54345,818826,3879,12,were
54345,818826,3891,57,safe
54345,818826,3948,8,<eps>
54345,818826,3956,28,with
54345,818826,3984,18,their
54345,818826,4002,47,mother
54345,818826,4049,361,<eps>
54346,818829,0,837,<backoff1>
54346,818829,837,33,sam
54346,818829,870,11,and
54346,818829,881,27,jo
54346,818829,908,25,went
54346,818829,933,15,for
54346,818829,948,6,a
54346,818829,954,51,hike
54346,818829,1005,38,<eps>
54346,818829,1043,12,they
54346,818829,1055,21,took
54346,818829,1076,5,a
54346,818829,1081,36,path
54346,818829,1117,15,through
54346,818829,1132,11,the
54346,818829,1143,57,woods
54346,818829,1200,28,<eps>
54346,818829,1228,60,suddenly
54346,818829,1288,35,sam
54346,818829,1323,21,heard
54346,818829,1344,7,a
54346,818829,1351,38,noise
54346,818829,1389,29,coming
54346,818829,1418,17,from
54346,818829,1435,8,the
54346,818829,1443,31,tree
54346,818829,1474,26,above
54346,818829,1500,15,their
54346,818829,1515,54,heads
54346,818829,1569,42,<eps>
54346,818829,1611,24,jo
54346,818829,1635,34,climbed
54346,818829,1669,31,up
54346,818829,1700,14,to
54346,818829,1714,31,see
54346,818829,1745,18,what
54346,818829,1763,7,the
54346,818829,1770,36,noise
54346,818829,1806,28,was
54346,818829,1834,13,and
54346,818829,1847,25,found
54346,818829,1872,22,two
54346,818829,1894,29,baby
54346,818829,1923,67,squirrels
54346,818829,1990,39,<eps>
54346,818829,2029,9,the
54346,818829,2038,39,babies
54346,818829,2077,15,were
54346,818829,2092,46,alone
54346,818829,2138,21,but
54346,818829,2159,11,their
54346,818829,2170,34,mother
54346,818829,2204,23,must
54346,818829,2227,13,be
54346,818829,2240,39,somewhere
54346,818829,2279,45,near
54346,818829,2324,42,<eps>
54346,818829,2366,8,the
54346,818829,2374,43,children
54346,818829,2417,40,watched
54346,818829,2457,15,and
54346,818829,2472,50,waited
54346,818829,2522,51,<eps>
54346,818829,2573,28,sure
54346,818829,2601,40,enough
54346,818829,2641,9,the
54346,818829,2650,25,mother
54346,818829,2675,29,soon
54346,818829,2704,41,returned
54346,818829,2745,15,with
54346,818829,2760,4,a
54346,818829,2764,45,mouthful
54346,818829,2809,10,of
54346,818829,2819,50,nuts
54346,818829,2869,32,<eps>
54346,818829,2901,7,the
54346,818829,2908,46,noises
54346,818829,2954,50,stopped
54346,818829,3004,26,as
54346,818829,3030,8,the
54346,818829,3038,26,baby
54346,818829,3064,35,squirrels
54346,818829,3099,34,began
54346,818829,3133,12,to
54346,818829,3145,40,eat
54346,818829,3185,44,<eps>
54346,818829,3229,28,sam
54346,818829,3257,9,and
54346,818829,3266,17,jo
54346,818829,3283,59,smiled
54346,818829,3342,3,<eps>
54346,818829,3345,30,knowing
54346,818829,3375,6,the
54346,818829,3381,48,squirrels
54346,818829,3429,10,were
54346,818829,3439,40,safe
54346,818829,3479,17,with
54346,818829,3496,13,their
54346,818829,3509,50,mother
54346,818829,3559,102,<eps>
54346,818829,3661,11,<backoff>
54346,818829,3672,32,<eps>
54348,818836,0,1827,<eps>
54348,818836,1827,38,sam
54348,818836,1865,14,and
54348,818836,1879,37,jo
54348,818836,1916,25,went
54348,818836,1941,21,for
54348,818836,1962,4,a
54348,818836,1966,45,hike
54348,818836,2011,28,<eps>
54348,818836,2039,12,they
54348,818836,2051,23,took
54348,818836,2074,7,a
54348,818836,2081,44,path
54348,818836,2125,16,through
54348,818836,2141,11,the
54348,818836,2152,54,woods
54348,818836,2206,26,<eps>
54348,818836,2232,57,suddenly
54348,818836,2289,38,sam
54348,818836,2327,20,heard
54348,818836,2347,7,a
54348,818836,2354,38,noise
54348,818836,2392,32,coming
54348,818836,2424,19,from
54348,818836,2443,7,the
54348,818836,2450,29,tree
54348,818836,2479,31,above
54348,818836,2510,16,their
54348,818836,2526,40,heads
54348,818836,2566,48,<eps>
54348,818836,2614,28,jo
54348,818836,2642,42,climbed
54348,818836,2684,20,up
54348,818836,2704,13,to
54348,818836,2717,25,see
54348,818836,2742,17,what
54348,818836,2759,7,the
54348,818836,2766,36,noise
54348,818836,2802,29,was
54348,818836,2831,17,and
54348,818836,2848,33,found
54348,818836,2881,36,two
54348,818836,2917,32,baby
54348,818836,2949,67,squirrels
54348,818836,3016,39,<eps>
54348,818836,3055,12,the
54348,818836,3067,45,babies
54348,818836,3112,13,were
54348,818836,3125,50,alone
54348,818836,3175,23,<eps>
54348,818836,3198,12,but
54348,818836,3210,13,their
54348,818836,3223,33,mother
54348,818836,3256,34,must
54348,818836,3290,13,be
54348,818836,3303,40,somewhere
54348,818836,3343,39,near
54348,818836,3382,51,<eps>
54348,818836,3433,9,the
54348,818836,3442,46,children
54348,818836,3488,41,watched
54348,818836,3529,17,and
54348,818836,3546,39,waited
54348,818836,3585,38,<eps>
54348,818836,3623,33,sure
54348,818836,3656,47,enough
54348,818836,3703,4,<eps>
54348,818836,3707,7,the
54348,818836,3714,32,mother
54348,818836,3746,33,soon
54348,818836,3779,46,returned
54348,818836,3825,17,with
54348,818836,3842,5,a
54348,818836,3847,46,mouthful
54348,818836,3893,14,of
54348,818836,3907,43,nuts
54348,818836,3950,40,<eps>
54348,818836,3990,9,the
54348,818836,3999,41,noises
54348,818836,4040,41,stopped
54348,818836,4081,17,as
54348,818836,4098,7,the
54348,818836,4105,34,baby
54348,818836,4139,43,squirrels
54348,818836,4182,36,began
54348,818836,4218,33,to
54348,818836,4251,23,eat
54348,818836,4274,36,<eps>
54348,818836,4310,29,sam
54348,818836,4339,10,and
54348,818836,4349,20,jo
54348,818836,4369,65,smiled
54348,818836,4434,34,knowing
54348,818836,4468,10,the
54348,818836,4478,43,squirrels
54348,818836,4521,13,were
54348,818836,4534,32,safe
54348,818836,4566,14,with
54348,818836,4580,12,their
54348,818836,4592,45,mother
54348,818836,4637,191,<eps>
54350,818857,0,858,<backoff1>
54350,818857,858,178,<eps>
54350,818857,1036,36,sam
54350,818857,1072,16,and
54350,818857,1088,46,jo
54350,818857,1134,3,<eps>
54350,818857,1137,24,went
54350,818857,1161,19,for
54350,818857,1180,5,a
54350,818857,1185,48,hike
54350,818857,1233,59,<eps>
54350,818857,1292,16,they
54350,818857,1308,21,took
54350,818857,1329,7,a
54350,818857,1336,37,path
54350,818857,1373,17,through
54350,818857,1390,11,the
54350,818857,1401,51,woods
54350,818857,1452,44,<eps>
54350,818857,1496,70,suddenly
54350,818857,1566,4,<eps>
54350,818857,1570,56,sam
54350,818857,1626,3,<eps>
54350,818857,1629,15,heard
54350,818857,1644,5,a
54350,818857,1649,40,noise
54350,818857,1689,33,coming
54350,818857,1722,17,from
54350,818857,1739,7,the
54350,818857,1746,33,tree
54350,818857,1779,25,above
54350,818857,1804,12,their
54350,818857,1816,50,heads
54350,818857,1866,119,<eps>
54350,818857,1985,27,jo
54350,818857,2012,37,climbed
54350,818857,2049,21,up
54350,818857,2070,10,to
54350,818857,2080,21,see
54350,818857,2101,16,what
54350,818857,2117,7,the
54350,818857,2124,38,noise
54350,818857,2162,43,was
54350,818857,2205,7,<eps>
54350,818857,2212,18,and
54350,818857,2230,37,found
54350,818857,2267,35,two
54350,818857,2302,3,<eps>
54350,818857,2305,23,baby
